author,paper_title,author_affiliation,date,time,location,association,session_title,session_jel_code,session_chair,session_chair_affiliation,discussant_1,discussant_1_affiliation,discussant_2,discussant_2_affiliation,discussant_3,discussant_3_affiliation,discussant_4,discussant_4_affiliation,discussant_5,discussant_5_affiliation,author.y,gender,alternative_1,alternative_2,alternative_3,alternative_4,alternative_5,X,X.1,X.2,X.3,X.4,
Massimo Massa,The Spillover Effects of Hurricane Katrina on Corporate Bonds and the Choice between Bank and Bond Financing,INSEAD,Jan 07 2012,8:00 AM,"Swissotel, Zurich F",American Finance Association,Financial Intermediation and the Cost of Debt,G2,Philip Strahan,Boston College,Mitchell Petersen,Northwestern University,Joao Santos,Federal Reserve Bank of New York,Darren Kisgen,Boston College,,,,,MASSIMO MASSA,Male,,,,,,NA,NA,NA,NA,NA,
Massimo Massa,Block Ownership and the Role of Reputation in the Debt Market,INSEAD,Jan 08 2012,8:00 AM,"Swissotel, Zurich B",American Finance Association,Capital Structure and Firm Organization,G3,Antoinette Schoar,Massachusetts Institute of Technology,Ilya Strebulaev,Stanford University,James Hines,University of Michigan Law School,Jarrad Harford,University of Washington,Yaniv Grinstein,Cornell University,,,MASSIMO MASSA,Male,,,,,,NA,NA,NA,NA,NA,
Mathias Trabandt,Fiscal Policy and the Great Recession in the Euro Area,European Central Bank,Jan 06 2012,10:15 AM,"Hyatt Regency, Regency B",American Economic Association,Fiscal Policy during and after the Financial Crisis,E6,Todd Walker,Indiana University,Christopher Sims,Princeton University,Thorsten Drautzburg,University of Chicago,Christoper Erceg,Federal Reserve Board,Lorenzo Forni,International Monetary Fund,,,Mathias Trabandt,Male,,,,,,NA,NA,NA,NA,NA,
Mathieu Taschereau-Dumouchel,The Union Threat,Princeton University,Jan 06 2012,8:00 AM,"Hyatt Regency, Wright",Econometric Society,Macroeconomics of Labor Markets,J6,#NAME?,,,,,,,,,,,,Mathieu Taschereau-Dumouchel,Male,,,,,,NA,NA,NA,NA,NA,
Matias Iaryczower,Money in Judicial Politics: Do Campaign Contributions lead to Worse Judging?,Princeton University,Jan 08 2012,1:00 PM,"Hyatt Regency, Field",Econometric Society,Empirical Evidence on Political Contributions and Connections,D7,Suresh Naidu,Columbia University,Filipe Campante,Harvard University,Erik Snowberg,California Institute of Technology,Suresh Naidu,Columbia University,,,,,Matias Iaryczower,Male,,,,,,NA,NA,NA,NA,NA,
Matteo Maggiori,Conditional Exchange Rate Risk Premia,University of California-Berkeley,Jan 07 2012,10:15 AM,"Hyatt Regency, Grand Ballroom B",American Economic Association,Empirical Evidence on Exchange Rates,F3,Marcel Fratzscher,European Central Bank,,,,,,,,,,,Matteo Maggiori,Male,,,,,,NA,NA,NA,NA,NA,
Matthew E. Kahn,Reverse Discrimination in Mortgage Lending: Do Minorities Who Buy Homes in Minority Congressional Districts Receive Special Deals?,University of California-Los Angeles,Jan 07 2012,2:30 PM,"Swissotel, St. Gallen 1",American Real Estate & Urban Economic Association,Current Issues in Real Estate,R1,Anthony Yezer,George Washington University,Joseph Nichols,Federal Reserve Board,William Larson,George Washington University,Thesia Garner,Bureau of Labor Statistics,Chao Yue Tian,University of North Carolina,,,Matthew E. Kahn,Male,,,,,,NA,NA,NA,NA,NA,
Matthew Harding,"Prices, Local Purchasing Environments and Nutrition: Evidence from Consumer Scanner Data",Stanford University,Jan 06 2012,8:00 AM,"Hyatt Regency, Columbus EF",American Economic Association,"Consumer Choice, Public Policy and Nutrition",L2,Aviv Nevo,Northwestern Univeristy,Timothy Richards,Arizona State University,Sofia B. Villas-Boas,University of California-Berkeley,Arthur Lewbel,Boston College,,,,,Matthew Harding,Male,,,,,,NA,NA,NA,NA,NA,
Matthew Kahn,Migration and Natural Disasters: Evidence from the 1920s,University of California-Los Angeles,Jan 07 2012,10:15 AM,"Hyatt Regency, Columbus CD",American Economic Association,Coping with Economic and Environmental Shocks: Institutions and Outcomes,N6,Robert Fogel,University of Chicago and NBER,Joseph Ferrie,Northwestern University,Robert Topel,University of Chicago,David Zilberman,University of California-Berkeley,,,,,MATTHEW KAHN,Male,,,,,,NA,NA,NA,NA,NA,
Matthew Kahn,Migration and Natural Disasters: Evidence from the 1920s,University of California-Los Angeles,Jan 07 2012,10:15 AM,"Hyatt Regency, Columbus CD",American Economic Association,Coping with Economic and Environmental Shocks: Institutions and Outcomes,N6,Robert Fogel,University of Chicago and NBER,Joseph Ferrie,Northwestern University,Robert Topel,University of Chicago,David Zilberman,University of California-Berkeley,,,,,MATTHEW KAHN,Male,MATTHEW KAHN,,,,,NA,NA,NA,NA,NA,
Matthew Rhodes-Kropf,Waves of Financial Buyers vs. Strategic Buyers,Harvard Business School,Jan 08 2012,10:15 AM,"Swissotel, Zurich G",American Finance Association/Association of Financial Economists,Acquisitions: Novel Aspects,G3,Kose John,New York University,Jayant Kale,Georgia State University,Randall Morck,University of Alberta,Per Stromberg,Stockholm School of Economics,Amy Dittmar,University of Michigan,,,MATTHEW RHODES-KROPF,Male,,,,,,NA,NA,NA,NA,NA,
Matthew Richardson,New Issues in Systemic Risk Rankings,New York University,Jan 07 2012,10:15 AM,"Hyatt Regency, Grand Ballroom CD North",American Economic Association,Measuring Systemic Risk,G1,Lars Peter Hansen,University of Chicago,Bryan Kelly,University of Chicago,Paul Kupiec,Federal Deposit Insurance Corporation,Stefano Giglio,Harvard University,,,,,MATTHEW RICHARDSON,Male,,,,,,NA,NA,NA,NA,NA,
Matthew Shum,Money in Judicial Politics: Do Campaign Contributions lead to Worse Judging?,CalTech,Jan 08 2012,1:00 PM,"Hyatt Regency, Field",Econometric Society,Empirical Evidence on Political Contributions and Connections,D7,Suresh Naidu,Columbia University,Filipe Campante,Harvard University,Erik Snowberg,California Institute of Technology,Suresh Naidu,Columbia University,,,,,MATTHEW SHUM,Male,,,,,,NA,NA,NA,NA,NA,
Matthias Kahl,Does Cost Structure Matter for Corporate Financial Policies?,University of Colorado-Boulder,Jan 06 2012,2:30 PM,"Swissotel, Zurich B",American Finance Association,Capital Structure,G3,John Graham,Duke University,Andrew Winton,University of Minnesota-Twin Cities,Joshua Rauh,Northwestern University,Michael Roberts,University of Pennsylvania,Mark Leary,Washington University in Saint Louis,,,MATTHIAS KAHL,Male,,,,,,NA,NA,NA,NA,NA,
Matthias Kehrig,The Cyclicality of Productivity Dispersion,Northwestern University,Jan 06 2012,8:00 AM,"Hyatt Regency, Columbus CD",American Economic Association,Understanding Business Cycles,E3,Stephanie Schmitt-Grohe,Columbia University,,,,,,,,,,,Matthias Kehrig,Male,"Matthias Kehrig, University of Texas",,,,,NA,NA,NA,NA,NA,
Matthias Kehrig,The Cyclicality of Productivity Dispersion,Northwestern University,Jan 07 2012,10:15 AM,"Hyatt Regency, Dusable",Econometric Society,"Business Cycles, Volatility and Uncertainty",E3,Steven J. Davis,University of Chicago,,,,,,,,,,,Matthias Kehrig,Male,"Matthias Kehrig, University of Texas",,,,,NA,NA,NA,NA,NA,
Mattias Nilsson,Does Cost Structure Matter for Corporate Financial Policies?,University of Colorado-Boulder,Jan 06 2012,2:30 PM,"Swissotel, Zurich B",American Finance Association,Capital Structure,G3,John Graham,Duke University,Andrew Winton,University of Minnesota-Twin Cities,Joshua Rauh,Northwestern University,Michael Roberts,University of Pennsylvania,Mark Leary,Washington University in Saint Louis,,,MATTIAS NILSSON,Male,,,,,,NA,NA,NA,NA,NA,
Maureen Cropper,Air Pollution Control in India: Getting the Prices Right,University of Maryland and Resources for the Future,Jan 08 2012,1:00 PM,"Hyatt Regency, Atlanta",American Economic Association,Air Pollution and Development,Q5,Rema Hanna,Harvard University,Matthew Neidell,Columbia University,Rema Hanna,Harvard University,Maureen Cropper,Univesity of Maryland and Resources for the Future,Paulina Oliva,University of California-Santa Barbara,,,MAUREEN CROPPER,Female,,,,,,NA,NA,NA,NA,NA,
Maurice Kugler,The Costs of Worker Displacement under Trade Liberalization in Colombia,World Bank,Jan 08 2012,1:00 PM,"Hyatt Regency, Gold Coast",American Economic Association,Labor Market Impacts of Trade,F1,Adriana Kugler,Georgetown University,Petia Topalova,International Monetary Fund,Daniel Lederman,World Bank,Sebastian Galiani,Washington University in St. Louis,Nicholas Sly,University of Oregon,,,MAURICE KUGLER,Male,,,,,,NA,NA,NA,NA,NA,
Maurice Obstfeld,In Search of the Armington Elasticity,University of California-Berkeley,Jan 07 2012,2:30 PM,"Hyatt Regency, Toronto",American Economic Association,Estimating Trade Elasticities,F1,Robert Feenstra,University of California-Davis,Kim Ruhl,New York University,Dennis Novy,University of Warwick,John Romalis,University of Chicago,Andrei Levchenko,University of Michigan,,,MAURICE OBSTFELD,Male,,,,,,NA,NA,NA,NA,NA,
Max Floetotto,Really Uncertain Business Cycles,Stanford University,Jan 07 2012,8:00 AM,"Hyatt Regency, Toronto",American Economic Association,Credit Frictions and Time-Variant Uncertainty,E2,Nathan Balke,Southern Methodist University and Federal Reserve Bank of Dallas,Enrique Martinez-Garcia,Federal Reserve Bank of Dallas,Sami Alpanda,Bank of Canada,Egon Zakrajsek,Federal Reserve Board,Nathan Balke,Southern Methodist University and Federal Reserve Bank of Dallas,,,MAX FLOETOTTO,Male,,,,,,NA,NA,NA,NA,NA,
Maximilian Kasy,Policy Choice and Partial Identification,University of California-Los Angeles,Jan 08 2012,10:15 AM,"Hyatt Regency, Addams",Econometric Society,Partial Identification: Inference and Applications,C2,Francesca Molinari,Cornell University,Whitney K. Newey,Massachusetts Institute of Technology,Joerg Stoye,Cornell University,Hiroaki Kaido,Boston University,Karel Mertens,Cornell University,,,Maximilian Kasy,Male,,,,,,NA,NA,NA,NA,NA,
Maya Rossin-Slater,Engaging Absent Fathers: Lessons from Paternity Establishment Programs,Columbia University,Jan 08 2012,8:00 AM,"Hyatt Regency, Hong Kong",American Economic Association,Economics of Families,J1,Anne Winkler,University of Missouri-St.Louis,,,,,,,,,,,Maya Rossin-Slater,Female,,,,,,NA,NA,NA,NA,NA,
Maya Rossin-Slater,The Effects of Maternity Leave on Children’s Birth and Infant Health Outcomes in the United States,Columbia University,Jan 06 2012,10:15 AM,"Hyatt Regency, Columbus KL",American Economic Association,"Maternity Leave, Family Formation and Caregiving",Y9,Terra McKinnish,University of Colorado-Boulder,Christine Piette Durrance,University of North Carolina,Shoshana Grossbard,San Diego State University,Andrea Beller,University of Illinois-Urbana-Champaign,Daniel Rees,University of Colorado-Denver,,,Maya Rossin-Slater,Female,,,,,,NA,NA,NA,NA,NA,
Meghana Ayyagari,How Do Business Groups Evolve? Evidence from New Project Announcements,George Washington University,Jan 08 2012,1:00 PM,"Swissotel, Zurich C",American Finance Association,Capital Investment,G3,Toni Whited,University of Rochester,Yuhai Xuan,Harvard Business School,Tor-Erik Bakke,University of Oklahoma,Lukas Schmid,Duke University,,,,,MEGHANA AYYAGARI,Female,,,,,,NA,NA,NA,NA,NA,
Menno Pradhan,Improving Educational Quality through Enhancing Community Participation: Results from a Randomized Field Experiment in Indonesia”,Amsterdam Institute for International Development,Jan 08 2012,8:00 AM,"Hyatt Regency, Columbus H",American Economic Association,Including Communities in the Development Process,O1,Rema Hanna,Harvard University,Chris Blattman,Yale University,Sandip Sukhtankar,Dartmouth College,Martina Bjorkman-Nyqvist,Universita Bocconi,Rema Hanna,Harvard University,,,Menno Pradhan,Male,,,,,,NA,NA,NA,NA,NA,
Menzie Chinn,"Exchange Rates in a World of ZIRP, and After",University of Wisconsin at Madison,Jan 07 2012,2:30 PM,"Hyatt Regency, New Orleans",Chinese Economic Association in North America,Exchange Rates and the Macroeconomy,F4,Ben-Chieh Liu,Chicago State University,Wan-Jiun P. Chiou,Shippensburg University,Masanori Kashiwagi,National Taiwan University,Yong Bao,Purdue University,Sharon G. Harrison,"Barnard College, Columbia University",,,MENZIE CHINN,Male,"Menzie Chinn, University of Wisconsin",Menzie D. Chinn,MENZIED. CHINN,,,NA,NA,NA,NA,NA,
Meredith Fowlie,Product Design Response to Industrial Policy: Evaluating Fuel Economy Standards Using an Engineering Model of Endogenous Product Design,University of California-Berkeley,Jan 07 2012,2:30 PM,"Hyatt Regency, Grand Suite 3",American Economic Association,"Autos, Fuel Economy, and the Environment",Q4,Erich Muehlegger,Harvard University,Antonio Bento,Cornell University,Beia Spiller,Duke University/Resources for the Future,Mark Jacobsen,University of California-San Diego,James Sallee,University of Chicago,,,MEREDITH FOWLIE,Female,,,,,,NA,NA,NA,NA,NA,
Michael Chernew,Benefit Plan Generosity and Productivity,Harvard University,Jan 06 2012,2:30 PM,"Hyatt Regency, Regency B",American Economic Association,Innovation in Insurance Coverage for Higher Value Care: Theory and Evidence,I1,Richard Frank,Harvard University,Richard Frank,Harvard University,David Cutler,Harvard University,Wesley Yin,Boston University,Douglas Staiger,Dartmouth College,,,MICHAEL CHERNEW,Male,,,,,,NA,NA,NA,NA,NA,
Michael D. Bauer,Unbiased Estimation of Dynamic Term Structure Models,Federal Reserve Banks,Jan 06 2012,8:00 AM,"Swissotel, Zurich E",American Finance Association,Fixed Income - Term Structure,G1,Kenneth Singleton,Stanford University,Maxim Ulrich,Columbia University,Scott Joslin,Massachusetts Institute of Technology,Marcel Priebsch,Stanford University,Stefano Giglio,University of Chicago,,,Michael D. Bauer,Male,Michael D Bauer,,,,,NA,NA,NA,NA,NA,
Michael D. Whinston,Merger Policy in a Dynamic Industry Model,Northwestern University,Jan 07 2012,10:15 AM,"Hyatt Regency, Columbus EF",American Economic Association,Merger Analysis and Policy,L4,Allan Collard-Wexler,New York University,Timothy F. Bresnahan,Stanford University,Ariel Pakes,Harvard University,Matthew Gentzkow,University of Chicago,Liran Einav,Stanford University,,,Michael D. Whinston,Male,MICHAEL WHINSTON,,,,,NA,NA,NA,NA,NA,
Michael Delgado,Voluntary Pollution Abatement and Regulation,Binghamton University,Jan 08 2012,8:00 AM,"Swissotel, Vevey 1",Association of Environmental & Resource Economists,Voluntary and Information Based Environmental Management,Q5,Mark Cohen,Resources for the Future,David Rapson,University of California-Davis,Laura Grant,University of Wisconsin-Milwaukee,Mark Cohen,Resources for the Future,Katrina Jessoe,University of California-Davis,,,Michael Delgado,Male,,,,,,NA,NA,NA,NA,NA,
Michael Greenstone,The Long-Run Impact of Air Pollution on Life Expectancy: Evidence from China's Huai River Policy,Massachusetts Institute of Technology,Jan 08 2012,10:15 AM,"Hyatt Regency, Dusable",Econometric Society,Environment and Development,O4,Seema Jayachandran,Northwestern University,Sriniketh Nagavarapu,Brown University,Pascaline Dupas,University of California-Los Angeles,Paulina Oliva,University of California-Santa Barbara,,,,,Michael Greenstone,Male,NBER Michael Greenstone,,,,,NA,NA,NA,NA,NA,
Michael Greenstone,The Long-Run Impact of Air Pollution on Life Expectancy: Evidence from China’s Huai River Policy,Massachusetts Institute of Technology and NBER,Jan 08 2012,1:00 PM,"Hyatt Regency, Atlanta",American Economic Association,Air Pollution and Development,Q5,Rema Hanna,Harvard University,Matthew Neidell,Columbia University,Rema Hanna,Harvard University,Maureen Cropper,Univesity of Maryland and Resources for the Future,Paulina Oliva,University of California-Santa Barbara,,,Michael Greenstone,Male,NBER Michael Greenstone,,,,,NA,NA,NA,NA,NA,
Michael Jansson,Generalized Jackknife Estimators of Weighted Average Derivatives,University of California-Berkeley,Jan 07 2012,8:00 AM,"Hyatt Regency, Addams",Econometric Society,Inference in Non-Standard Problems,C1,Matias Cattaneo,University of Michigan,Christoph Sebastian Rothe,Toulouse School of Economics,Gray Calhoun,Iowa State University,Matias Damian Cattaneo,University of Michigan,Humberto Moreira,EPGE Getulio Vargas Foundation,,,MICHAEL JANSSON,Male,,,,,,NA,NA,NA,NA,NA,
Michael Kumhof,Jointly Optimal Fiscal and Monetary Policy Rules under Liquidity Constraints,International Monetary Fund,Jan 06 2012,10:15 AM,"Hyatt Regency, Regency B",American Economic Association,Fiscal Policy during and after the Financial Crisis,E6,Todd Walker,Indiana University,Christopher Sims,Princeton University,Thorsten Drautzburg,University of Chicago,Christoper Erceg,Federal Reserve Board,Lorenzo Forni,International Monetary Fund,,,MICHAEL KUMHOF,Male,,,,,,NA,NA,NA,NA,NA,
Michael Lovenheim,"Prices, Local Purchasing Environments and Nutrition: Evidence from Consumer Scanner Data",Cornell University,Jan 06 2012,8:00 AM,"Hyatt Regency, Columbus EF",American Economic Association,"Consumer Choice, Public Policy and Nutrition",L2,Aviv Nevo,Northwestern Univeristy,Timothy Richards,Arizona State University,Sofia B. Villas-Boas,University of California-Berkeley,Arthur Lewbel,Boston College,,,,,Michael Lovenheim,Male,,,,,,NA,NA,NA,NA,NA,
Michael Michaux,"Stochastic Volatility, Credit Spreads, and the Q Theory of Investment",University of Southern California,Jan 06 2012,2:30 PM,"Hyatt Regency, Toronto",American Economic Association,"Investment, Uncertainty, and Capital Structure",E2,Francois Gourio,Boston University,Rudi Bachmann,University of Michigan,Jianjun Miao,Boston University,Brent Glover,University of Pennsylvania and Carnegie Mellon University,Lukas Schmid,Duke University,,,Michael Michaux,Male,,,,,,NA,NA,NA,NA,NA,
Michael Michaux,Houses as ATMs? Mortgage Refinancing and Macroeconomic Uncertainty,University of Southern California,Jan 07 2012,2:30 PM,"Hyatt Regency, Columbus EF",American Economic Association,Household Finance and Risk Management,E2,Christopher Mayer,Columbia University,John Heaton,University of Chicago,Tomasz Piskorski,Columbia University,Alexander Michaelides,University of Cyprus,Francis Longstaff,University of California-Los Angeles,,,Michael Michaux,Male,,,,,,NA,NA,NA,NA,NA,
